ensembl_gene_id,gene_symbol,chromosome,start,end,strand,biotype,description
ENSG00000277301,,20,32509959,32520285,1,lncRNA,"novel transcript, antisense to NOL4L"
ENSG00000211658,IGLV3-27,22,22668288,22668806,1,IG_V_gene,immunoglobulin lambda variable 3-27 [Source:HGNC Symbol;Acc:HGNC:5910]
ENSG00000285347,,20,38260206,38288947,1,lncRNA,novel transcript
ENSG00000285100,,20,38270778,38274020,1,lncRNA,novel transcript
ENSG00000253913,IGLV3-26,22,22673152,22673602,1,IG_V_pseudogene,immunoglobulin lambda variable 3-26 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5909]
ENSG00000253779,IGLVVI-25-1,22,22679097,22679345,1,IG_V_pseudogene,immunoglobulin lambda variable (VI)-25-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15690]
ENSG00000234878,HSPE1P1,20,39932922,39933239,-1,processed_pseudogene,heat shock protein family E (Hsp10) member 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16530]
ENSG00000211659,IGLV3-25,22,22686726,22687271,1,IG_V_gene,immunoglobulin lambda variable 3-25 [Source:HGNC Symbol;Acc:HGNC:5908]
ENSG00000287511,,20,52072685,52096480,1,lncRNA,"novel transcript, antisense to ZFP64"
ENSG00000232350,,22,22689831,22689978,1,unprocessed_pseudogene,Ig lambda chain V-VI region pseudogene
ENSG00000233347,ERP29P1,20,52110344,52111049,-1,processed_pseudogene,endoplasmic reticulum lumenal protein 29 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24625]
ENSG00000223999,,22,22692778,22693312,-1,lncRNA,novel transcript
ENSG00000225785,,20,52451464,52455619,-1,lncRNA,novel transcript
ENSG00000253822,IGLV3-24,22,22694439,22694952,1,IG_V_pseudogene,immunoglobulin lambda variable 3-24 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5907]
ENSG00000275958,,20,52482801,52482991,-1,misc_RNA,
ENSG00000211660,IGLV2-23,22,22697789,22698407,1,IG_V_gene,immunoglobulin lambda variable 2-23 [Source:HGNC Symbol;Acc:HGNC:5890]
ENSG00000232465,,20,52487922,52500591,-1,lncRNA,novel transcript
ENSG00000234821,MRPS33P4,20,52511252,52511568,1,processed_pseudogene,mitochondrial ribosomal protein S33 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:29767]
ENSG00000235415,,20,53608128,53696587,1,lncRNA,novel transcript
ENSG00000253546,IGLVVI-22-1,22,22700760,22700970,1,IG_V_pseudogene,immunoglobulin lambda variable (VI)-22-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15689]
ENSG00000211661,IGLV3-22,22,22704265,22704822,1,IG_V_gene,immunoglobulin lambda variable 3-22 [Source:HGNC Symbol;Acc:HGNC:5906]
ENSG00000211662,IGLV3-21,22,22711689,22713203,1,IG_V_gene,immunoglobulin lambda variable 3-21 [Source:HGNC Symbol;Acc:HGNC:5905]
ENSG00000293654,,20,53608171,53740920,1,lncRNA,novel transcript
ENSG00000287886,,20,53725537,53741797,1,lncRNA,novel transcript
ENSG00000254240,IGLVI-20,22,22715290,22715419,1,IG_V_pseudogene,immunoglobulin lambda variable (I)-20 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5934]
ENSG00000211663,IGLV3-19,22,22720623,22721145,1,IG_V_gene,immunoglobulin lambda variable 3-19 [Source:HGNC Symbol;Acc:HGNC:5903]
ENSG00000231078,,20,57105741,57107128,1,lncRNA,novel transcript
ENSG00000278667,,22,22730725,22731090,-1,processed_pseudogene,chromosome 2 open reading frame 27A (C2orf27A) pseudogene
ENSG00000203266,,20,57110640,57122745,1,lncRNA,novel transcript
ENSG00000211664,IGLV2-18,22,22734607,22735089,1,IG_V_gene,immunoglobulin lambda variable 2-18 [Source:HGNC Symbol;Acc:HGNC:5889]
ENSG00000253152,IGLV3-17,22,22738944,22739187,1,IG_V_pseudogene,immunoglobulin lambda variable 3-17 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5902]
ENSG00000288086,,20,57116566,57119543,-1,lncRNA,novel transcript
ENSG00000211665,IGLV3-16,22,22747383,22747921,1,IG_V_gene,immunoglobulin lambda variable 3-16 [Source:HGNC Symbol;Acc:HGNC:5901]
ENSG00000280220,,20,57161822,57163775,1,TEC,TEC
ENSG00000290461,CYP4F35P,18,14225224,14342525,1,lncRNA,"cytochrome P450 family 4 subfamily F member 35, pseudogene [Source:HGNC Symbol;Acc:HGNC:39954]"
ENSG00000253786,IGLV3-15,22,22755554,22755797,1,IG_V_pseudogene,immunoglobulin lambda variable 3-15 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5900]
ENSG00000211666,IGLV2-14,22,22758700,22759218,1,IG_V_gene,immunoglobulin lambda variable 2-14 [Source:HGNC Symbol;Acc:HGNC:5888]
ENSG00000101144,BMP7,20,57168753,57266641,-1,protein_coding,bone morphogenetic protein 7 [Source:HGNC Symbol;Acc:HGNC:1074]
ENSG00000207455,RNU6-331P,22,29899587,29899693,-1,snRNA,"RNA, U6 small nuclear 331, pseudogene [Source:HGNC Symbol;Acc:HGNC:47294]"
ENSG00000252859,RNU6-375P,22,41168217,41168316,1,snRNA,"RNA, U6 small nuclear 375, pseudogene [Source:HGNC Symbol;Acc:HGNC:47338]"
ENSG00000274552,MIR6889,22,41252992,41253050,-1,miRNA,microRNA 6889 [Source:HGNC Symbol;Acc:HGNC:50014]
ENSG00000241693,RN7SL704P,22,38231720,38231993,1,misc_RNA,"RNA, 7SL, cytoplasmic 704, pseudogene [Source:HGNC Symbol;Acc:HGNC:46720]"
ENSG00000277385,Metazoa_SRP,22,38281028,38281289,-1,misc_RNA,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000229955,,22,38387918,38388857,-1,lncRNA,"novel transcript, sense intronic to CSNK1E"
ENSG00000100036,SLC35E4,22,30635781,30669016,1,protein_coding,solute carrier family 35 member E4 [Source:HGNC Symbol;Acc:HGNC:17058]
ENSG00000295676,,18,14429156,14431335,-1,lncRNA,novel transcript
ENSG00000250318,RPL13AP26,22,30653877,30654814,-1,unprocessed_pseudogene,ribosomal protein L13a pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:35492]
ENSG00000293262,,18,14477955,14499415,-1,lncRNA,novel transcript
ENSG00000288153,,22,30664961,30674134,1,unprocessed_pseudogene,chromosome 5 open reading frame 52 (C5orf52) pseudogene
ENSG00000128285,MCHR1,22,40679273,40682812,1,protein_coding,melanin concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:4479]
ENSG00000303474,,18,14555175,14642555,-1,lncRNA,novel transcript
ENSG00000306057,,18,11947434,11948805,1,lncRNA,novel transcript
ENSG00000267480,LINC02979,18,12031178,12032181,-1,lncRNA,long intergenic non-protein coding RNA 2979 [Source:HGNC Symbol;Acc:HGNC:56043]
ENSG00000253352,TUG1,22,30969245,30979395,1,protein_coding,taurine up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:26066]
ENSG00000273141,,18,11908712,11909223,1,lncRNA,"novel transcript, antisense to MPPE1"
ENSG00000267079,,18,11909189,11948192,-1,lncRNA,novel transcript
ENSG00000270951,,20,58876592,58876981,-1,lncRNA,"novel transcript, antisense to GNAS"
ENSG00000293655,,20,58818918,58888832,-1,lncRNA,novel transcript
ENSG00000225806,,20,58863466,58888811,-1,lncRNA,"novel transcript, antisense to GNAS"
ENSG00000184617,ZNF840P,20,46459441,46495558,1,protein_coding,"zinc finger protein 840, pseudogene [Source:HGNC Symbol;Acc:HGNC:34344]"
ENSG00000293255,,20,46463719,46477232,-1,lncRNA,novel transcript
ENSG00000198547,C20orf203,20,32631625,32673941,-1,protein_coding,chromosome 20 open reading frame 203 [Source:HGNC Symbol;Acc:HGNC:26592]
ENSG00000213652,HMGB3P30,X,112689915,112690520,1,processed_pseudogene,high mobility group box 3 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:39333]
ENSG00000285304,,22,37639693,37666932,1,protein_coding,novel protein
ENSG00000260536,,20,32843128,32854257,-1,lncRNA,"novel transcript, antisense to MAPRE1"
ENSG00000198889,DCAF12L1,X,126549383,126552814,-1,protein_coding,DDB1 and CUL4 associated factor 12 like 1 [Source:HGNC Symbol;Acc:HGNC:29395]
ENSG00000215529,EFCAB8,20,32858923,32961845,1,protein_coding,EF-hand calcium binding domain 8 [Source:HGNC Symbol;Acc:HGNC:34532]
ENSG00000213526,SETP8,X,116963049,116963676,1,processed_pseudogene,SET pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42927]
ENSG00000230823,CBX1P1,X,63299247,63299673,-1,processed_pseudogene,chromobox 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38655]
ENSG00000241333,RN7SL385P,22,37669464,37669739,-1,misc_RNA,"RNA, 7SL, cytoplasmic 385, pseudogene [Source:HGNC Symbol;Acc:HGNC:46401]"
ENSG00000234288,OR1AA1P,X,131424301,131425239,1,unprocessed_pseudogene,olfactory receptor family 1 subfamily AA member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:14750]
ENSG00000100101,,22,37686414,37726503,1,protein_coding,novel transcript
ENSG00000182890,GLUD2,X,121047610,121050094,1,protein_coding,glutamate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4336]
ENSG00000287098,,X,40620701,40622109,-1,lncRNA,novel transcript
ENSG00000234592,TJAP1P1,X,129041536,129043183,-1,processed_pseudogene,TJAP1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55129]
ENSG00000234785,EEF1GP5,X,115702811,115704120,1,processed_pseudogene,eukaryotic translation elongation factor 1 gamma pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:44560]
ENSG00000226802,RUVBL2P1,X,128440929,128441785,1,processed_pseudogene,RUVBL2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55128]
ENSG00000238066,,X,117397938,117398206,1,processed_pseudogene,novel pseudogene
ENSG00000283900,TPTEP2-CSNK1E,22,38291918,38398522,-1,protein_coding,TPTEP2-CSNK1E readthrough [Source:HGNC Symbol;Acc:HGNC:53829]
ENSG00000287379,,X,121065882,121078538,1,lncRNA,novel transcript
ENSG00000285547,,X,72301691,72572843,-1,protein_coding,novel protein
ENSG00000280936,,20,63422269,63424555,1,lncRNA,"novel transcript, antisense to KCNQ2"
ENSG00000226390,KCNQ2-AS1,20,63448051,63449329,1,lncRNA,KCNQ2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40321]
ENSG00000275812,,20,63543411,63543738,1,lncRNA,"novel transcript, antisense to SRMS"
ENSG00000286440,,22,38434307,38436686,1,lncRNA,"novel transcript, antisense to KCNJ4"
ENSG00000267661,,18,11928838,11929476,1,processed_pseudogene,ribosomal protein S20 (RPS20) pseudogene
ENSG00000235590,GNAS-AS1,20,58818893,58855296,-1,lncRNA,GNAS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:24872]
ENSG00000266955,,18,11993988,11994938,-1,lncRNA,"novel transcript, antisense IMPA2"
ENSG00000271346,,X,120876552,120876805,1,processed_pseudogene,coiled-coil domain containing 58 (CCDC58) pseudogene
ENSG00000100201,DDX17,22,38483438,38507660,-1,protein_coding,DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]
ENSG00000235991,,X,155137111,155156503,1,unprocessed_pseudogene,phosphatidylinositol binding clathrin assembly protein (PICALM) pseudogene
ENSG00000293190,,18,12190839,12224717,1,lncRNA,novel transcript
ENSG00000142168,SOD1,21,31659633,31668931,1,protein_coding,superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]
ENSG00000232249,,X,153355733,153355956,1,unprocessed_pseudogene,renin binding protein (RENBP) pseudogene
ENSG00000238223,,X,115063936,115064794,-1,processed_pseudogene,zinc finger protein 33a (ZNF33A) pseudogene
ENSG00000224978,CD84P1,X,155212921,155213638,-1,processed_pseudogene,CD84 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55159]
ENSG00000225858,MATR3P1,X,72660470,72660719,1,processed_pseudogene,MATR3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54991]
ENSG00000156920,ADGRG4,X,136300963,136416890,1,protein_coding,adhesion G protein-coupled receptor G4 [Source:HGNC Symbol;Acc:HGNC:18992]
ENSG00000278276,,20,31573007,31581214,1,lncRNA,novel transcript
ENSG00000228604,,20,21148741,21162890,-1,lncRNA,novel transcript
ENSG00000232712,KIZ-AS1,20,21154023,21218289,-1,lncRNA,KIZ antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51231]
ENSG00000149488,TMC2,20,2536573,2643580,1,protein_coding,transmembrane channel like 2 [Source:HGNC Symbol;Acc:HGNC:16527]
ENSG00000294788,,18,12228069,12230961,1,lncRNA,novel transcript
ENSG00000267247,,18,12229837,12234698,-1,lncRNA,novel transcript
ENSG00000297381,,18,12234844,12254837,-1,lncRNA,"novel transcript, antisense to CIDEA"
ENSG00000289550,,18,12277724,12279316,-1,lncRNA,novel transcript
ENSG00000267069,,18,12278970,12291612,1,lncRNA,novel transcript
ENSG00000296872,,18,12377676,12403700,1,lncRNA,novel transcript
ENSG00000235892,PKMP2,X,66497748,66499424,1,processed_pseudogene,pyruvate kinase M1/2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44244]
ENSG00000301435,,18,12417167,12420449,-1,lncRNA,"novel transcript, antisense to PRELID3A"
ENSG00000229979,HMGN2P48,X,153052150,153052413,-1,processed_pseudogene,high mobility group nucleosomal binding domain 2 pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:55157]
ENSG00000267199,,18,12438890,12448205,1,lncRNA,"novel transcript, antisense SPIRE1"
ENSG00000233254,RPL21P134,X,75384346,75384828,1,processed_pseudogene,ribosomal protein L21 pseudogene 134 [Source:HGNC Symbol;Acc:HGNC:36006]
ENSG00000155961,RAB39B,X,155258235,155264491,-1,protein_coding,"RAB39B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16499]"
ENSG00000284481,MIR1292,20,2652777,2652842,1,miRNA,microRNA 1292 [Source:HGNC Symbol;Acc:HGNC:35364]
ENSG00000251719,RNU6-408P,18,29048620,29048719,1,snRNA,"RNA, U6 small nuclear 408, pseudogene [Source:HGNC Symbol;Acc:HGNC:47371]"
ENSG00000221116,SNORD110,20,2654212,2654286,1,snoRNA,"small nucleolar RNA, C/D box 110 [Source:HGNC Symbol;Acc:HGNC:32775]"
ENSG00000302813,,18,29066853,29164101,-1,lncRNA,novel transcript
ENSG00000271798,SNORA51,20,2655067,2655198,1,snoRNA,"small nucleolar RNA, H/ACA box 51 [Source:HGNC Symbol;Acc:HGNC:32644]"
ENSG00000212498,SNORD86,20,2656097,2656182,1,snoRNA,"small nucleolar RNA, C/D box 86 [Source:HGNC Symbol;Acc:HGNC:32745]"
ENSG00000229686,SNORD56,20,2656624,2656694,1,snoRNA,"small nucleolar RNA, C/D box 56 [Source:HGNC Symbol;Acc:HGNC:10206]"
ENSG00000227505,SLIRPP1,X,147801005,147801302,1,processed_pseudogene,SLIRP. pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55149]
ENSG00000226572,SNORD57,20,2656939,2657010,1,snoRNA,"small nucleolar RNA, C/D box 57 [Source:HGNC Symbol;Acc:HGNC:10207]"
ENSG00000302833,LINC02879,18,29146316,29173283,1,lncRNA,long intergenic non-protein coding RNA 2879 [Source:HGNC Symbol;Acc:HGNC:54551]
ENSG00000228293,IDH3B-DT,20,2664352,2665874,1,lncRNA,IDH3B divergent transcript [Source:HGNC Symbol;Acc:HGNC:55798]
ENSG00000186310,NAP1L3,X,93670930,93673578,-1,protein_coding,nucleosome assembly protein 1 like 3 [Source:HGNC Symbol;Acc:HGNC:7639]
ENSG00000172216,CEBPB,20,50190734,50192690,1,protein_coding,CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834]
ENSG00000266479,,18,29256817,29257060,-1,processed_pseudogene,heat shock 70kDa protein 9 (mortalin) (HSPA9) pseudogene
ENSG00000267391,MIR122HG,18,58445788,58453766,1,lncRNA,MIR122 host gene [Source:HGNC Symbol;Acc:HGNC:53821]
ENSG00000293164,,20,32186477,32190360,-1,protein_coding,novel protein
ENSG00000237860,SLC6A14P2,X,116688870,116690185,1,unprocessed_pseudogene,SLC6A14 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54530]
ENSG00000189372,,X,108383398,108383993,1,unprocessed_pseudogene,pancreatic lipase-related protein 2 (PNLIPRP2) pseudogene
ENSG00000224397,PELATON,20,50233416,50312038,1,lncRNA,plaque enriched lncRNA in atherosclerotic and inflammatory bowel macrophage regulation [Source:HGNC Symbol;Acc:HGNC:50328]
ENSG00000236077,SLC6A14P1,X,116669810,116680303,-1,unprocessed_pseudogene,SLC6A14 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54529]
ENSG00000229145,ACTBP1,X,46288016,46289128,-1,processed_pseudogene,ACTB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:134]
ENSG00000228855,,X,147591612,147591909,-1,processed_pseudogene,SMT3 suppressor of mif two 3 homolog 1 (yeast) (SMT3H1) pseudogene
ENSG00000229082,OR5AW1P,X,131341570,131342425,-1,unprocessed_pseudogene,olfactory receptor family 5 subfamily AW member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15406]
ENSG00000296058,,18,58460416,58518300,1,lncRNA,"novel transcript, antisense to ALPK2"
ENSG00000204019,CT83,X,116461686,116462976,-1,protein_coding,cancer/testis antigen 83 [Source:HGNC Symbol;Acc:HGNC:33494]
ENSG00000132965,ALOX5AP,13,30713478,30765072,1,protein_coding,arachidonate 5-lipoxygenase activating protein [Source:HGNC Symbol;Acc:HGNC:436]
ENSG00000267257,,18,58535415,58538552,1,lncRNA,"novel transcript, antisense to ALPK2"
ENSG00000156253,RWDD2B,21,29004384,29019360,-1,protein_coding,RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]
ENSG00000267579,,18,58556990,58566705,1,lncRNA,"novel transcript, antisense to ALPK2"
ENSG00000236413,,X,91422309,91422538,1,processed_pseudogene,"delta sleep inducing peptide, immunoreactor (DSIPI) pseudogene"
ENSG00000296489,,18,58600701,58624928,1,lncRNA,"novel transcript, antisense to ALPK2"
ENSG00000229733,,X,123558350,123558584,1,processed_pseudogene,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa (NDUFA4) pseudogene"
ENSG00000237225,OR13K1P,X,131562729,131563846,1,unprocessed_pseudogene,olfactory receptor family 13 subfamily K member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:14721]
ENSG00000275418,LINC03110,18,58658502,58669358,1,lncRNA,long intergenic non-protein coding RNA 3110 [Source:HGNC Symbol;Acc:HGNC:56846]
ENSG00000203926,SPANXA2,X,141589708,141590762,1,protein_coding,SPANX family member A2 [Source:HGNC Symbol;Acc:HGNC:14328]
ENSG00000267226,MALT1-AS1,18,58670009,58671877,-1,lncRNA,MALT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55306]
ENSG00000203999,LINC01270,20,50292709,50315488,1,lncRNA,long intergenic non-protein coding RNA 1270 [Source:HGNC Symbol;Acc:HGNC:27658]
ENSG00000100079,LGALS2,22,37570248,37582616,-1,protein_coding,galectin 2 [Source:HGNC Symbol;Acc:HGNC:6562]
ENSG00000207435,RNU6-114P,X,3572857,3572961,1,snRNA,"RNA, U6 small nuclear 114, pseudogene [Source:HGNC Symbol;Acc:HGNC:47077]"
ENSG00000267476,,18,58672613,58780225,-1,lncRNA,"novel transcript, antisense to MALT1"
ENSG00000207628,MIR651,X,8126965,8127061,1,miRNA,microRNA 651 [Source:HGNC Symbol;Acc:HGNC:32907]
ENSG00000252291,,X,6061644,6061749,-1,snoRNA,
ENSG00000212214,SNORA48B,X,3532117,3532251,-1,snoRNA,"small nucleolar RNA, H/ACA box 48B [Source:HGNC Symbol;Acc:HGNC:52207]"
ENSG00000207151,Y_RNA,X,11116092,11116193,-1,misc_RNA,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000207320,Y_RNA,X,3641443,3641555,-1,misc_RNA,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000133101,CCNA1,13,36431520,36442870,1,protein_coding,cyclin A1 [Source:HGNC Symbol;Acc:HGNC:1577]
ENSG00000201660,,X,5410122,5410251,1,snoRNA,
ENSG00000265284,MIR4770,X,6383906,6383963,-1,miRNA,microRNA 4770 [Source:HGNC Symbol;Acc:HGNC:41542]
ENSG00000263652,MIR548AX,X,11318614,11318686,-1,miRNA,microRNA 548ax [Source:HGNC Symbol;Acc:HGNC:43528]
ENSG00000207332,RNU6-146P,X,3607258,3607365,-1,snRNA,"RNA, U6 small nuclear 146, pseudogene [Source:HGNC Symbol;Acc:HGNC:47109]"
ENSG00000239333,RN7SL658P,X,16539137,16539439,-1,misc_RNA,"RNA, 7SL, cytoplasmic 658, pseudogene [Source:HGNC Symbol;Acc:HGNC:46674]"
ENSG00000278218,,X,11148584,11148769,-1,misc_RNA,
ENSG00000207025,Y_RNA,X,18395994,18396095,-1,misc_RNA,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000265144,MIR548AM,X,16627012,16627085,-1,miRNA,microRNA 548am [Source:HGNC Symbol;Acc:HGNC:41637]
ENSG00000200852,RNA5SP499,X,9133828,9133946,1,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 499 [Source:HGNC Symbol;Acc:HGNC:43399]"
ENSG00000267593,LINC01926,18,58808468,58834364,1,lncRNA,long intergenic non-protein coding RNA 1926 [Source:HGNC Symbol;Acc:HGNC:52748]
ENSG00000252978,RN7SKP183,X,20452108,20452431,1,misc_RNA,RN7SK pseudogene 183 [Source:HGNC Symbol;Acc:HGNC:45907]
ENSG00000206716,RNU6-133P,X,21214637,21214743,1,snRNA,"RNA, U6 small nuclear 133, pseudogene [Source:HGNC Symbol;Acc:HGNC:47096]"
ENSG00000206639,Y_RNA,X,21872707,21872808,1,misc_RNA,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000273866,Metazoa_SRP,22,37578669,37578922,1,misc_RNA,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000206733,RNU6-641P,X,36021939,36022045,-1,snRNA,"RNA, U6 small nuclear 641, pseudogene [Source:HGNC Symbol;Acc:HGNC:47604]"
ENSG00000207122,RNU6-591P,X,39081180,39081285,-1,snRNA,"RNA, U6 small nuclear 591, pseudogene [Source:HGNC Symbol;Acc:HGNC:47554]"
ENSG00000138892,TTLL8,22,50018575,50058298,-1,protein_coding,tubulin tyrosine ligase like 8 [Source:HGNC Symbol;Acc:HGNC:34000]
ENSG00000206983,RNU6-49P,X,37870109,37870215,1,snRNA,"RNA, U6 small nuclear 49, pseudogene [Source:HGNC Symbol;Acc:HGNC:34293]"
ENSG00000221466,MIR548AJ2,X,38023895,38023986,-1,miRNA,microRNA 548aj-2 [Source:HGNC Symbol;Acc:HGNC:41600]
ENSG00000294809,,18,58976859,59008531,-1,lncRNA,"novel transcript, antisense to ZNF532"
ENSG00000252411,RNU6-1087P,X,35594173,35594273,1,snRNA,"RNA, U6 small nuclear 1087, pseudogene [Source:HGNC Symbol;Acc:HGNC:48050]"
ENSG00000264618,RN7SL732P,X,39786524,39786823,-1,misc_RNA,"RNA, 7SL, cytoplasmic 732, pseudogene [Source:HGNC Symbol;Acc:HGNC:46748]"
ENSG00000263730,MIR3937,X,39661216,39661321,1,miRNA,microRNA 3937 [Source:HGNC Symbol;Acc:HGNC:38970]
ENSG00000238730,RNU7-164P,X,40535502,40535563,-1,snRNA,"RNA, U7 small nuclear 164 pseudogene [Source:HGNC Symbol;Acc:HGNC:45698]"
ENSG00000206896,RNU6-1124P,X,42174279,42174385,-1,snRNA,"RNA, U6 small nuclear 1124, pseudogene [Source:HGNC Symbol;Acc:HGNC:48087]"
ENSG00000293539,,18,58996686,59069392,1,lncRNA,novel transcript
ENSG00000212560,RNU6-630P,X,42139425,42139530,-1,snRNA,"RNA, U6 small nuclear 630, pseudogene [Source:HGNC Symbol;Acc:HGNC:47593]"
ENSG00000293741,,20,57178012,57180665,1,lncRNA,"novel transcript, antisense to BMP7"
ENSG00000199226,RNU6-50P,X,46517766,46517868,1,snRNA,"RNA, U6 small nuclear 50, pseudogene [Source:HGNC Symbol;Acc:HGNC:10229]"
ENSG00000235032,BMP7-AS1,20,57213709,57215866,1,lncRNA,BMP7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40096]
ENSG00000277721,Metazoa_SRP,X,46553522,46553775,-1,misc_RNA,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000278838,Metazoa_SRP,X,46073651,46073935,-1,misc_RNA,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000200702,Y_RNA,X,44401603,44401704,1,misc_RNA,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000293761,,20,62381368,62383293,1,lncRNA,novel transcript
ENSG00000202495,Y_RNA,X,50171197,50171297,-1,misc_RNA,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000233354,LINC00028,20,31485695,31487603,1,lncRNA,long intergenic non-protein coding RNA 28 [Source:HGNC Symbol;Acc:HGNC:16224]
ENSG00000207758,MIR532,X,50003148,50003238,1,miRNA,microRNA 532 [Source:HGNC Symbol;Acc:HGNC:32795]
ENSG00000207768,MIR188,X,50003503,50003588,1,miRNA,microRNA 188 [Source:HGNC Symbol;Acc:HGNC:31559]
ENSG00000207785,MIR500A,X,50008431,50008514,1,miRNA,microRNA 500a [Source:HGNC Symbol;Acc:HGNC:32134]
ENSG00000208015,MIR362,X,50008964,50009028,1,miRNA,microRNA 362 [Source:HGNC Symbol;Acc:HGNC:32022]
ENSG00000211538,MIR501,X,50009722,50009805,1,miRNA,microRNA 501 [Source:HGNC Symbol;Acc:HGNC:32135]
ENSG00000239057,MIR500B,X,50010672,50010750,1,miRNA,microRNA 500b [Source:HGNC Symbol;Acc:HGNC:38223]
ENSG00000207970,MIR660,X,50013241,50013337,1,miRNA,microRNA 660 [Source:HGNC Symbol;Acc:HGNC:32916]
ENSG00000272080,MIR502,X,50014598,50014683,1,miRNA,microRNA 502 [Source:HGNC Symbol;Acc:HGNC:32136]
ENSG00000274600,RIMBP3B,22,21383751,21389478,1,protein_coding,RIMS binding protein 3B [Source:HGNC Symbol;Acc:HGNC:33891]
ENSG00000142149,HUNK,21,31873020,32044633,1,protein_coding,hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326]
ENSG00000293822,,20,61228998,61254542,-1,lncRNA,"novel transcript, antisense to CDH4"
ENSG00000244006,RN7SL799P,X,64210691,64210988,1,misc_RNA,"RNA, 7SL, cytoplasmic 799, pseudogene [Source:HGNC Symbol;Acc:HGNC:46815]"
ENSG00000284567,MIR223,X,66018870,66018979,1,miRNA,microRNA 223 [Source:HGNC Symbol;Acc:HGNC:31603]
ENSG00000212434,U3,X,69692956,69693155,1,snoRNA,Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]
ENSG00000275335,MIR8088,X,52336557,52336642,-1,miRNA,microRNA 8088 [Source:HGNC Symbol;Acc:HGNC:50167]
ENSG00000266328,MIR4536-2,X,55451495,55451582,1,miRNA,microRNA 4536-2 [Source:HGNC Symbol;Acc:HGNC:43525]
ENSG00000211991,MIR676,X,70022857,70022923,1,miRNA,microRNA 676 [Source:HGNC Symbol;Acc:HGNC:38880]
ENSG00000293887,,20,52958237,52974401,-1,lncRNA,"novel transcript, antisense to TSHZ2"
ENSG00000199601,RNU6-562P,X,75202703,75202809,1,snRNA,"RNA, U6 small nuclear 562, pseudogene [Source:HGNC Symbol;Acc:HGNC:47525]"
